"location","target_end_date","target","output_type","output_type_id","oracle_value"
"HHS Region 8",2018-04-28,"ili perc","quantile",NA,0.792034
"HHS Region 8",2018-05-05,"ili perc","quantile",NA,0.64915
"HHS Region 8",2018-05-12,"ili perc","quantile",NA,0.492856
"HHS Region 8",2018-05-19,"ili perc","quantile",NA,0.545025
"HHS Region 8",2018-05-26,"ili perc","quantile",NA,0.494036
"HHS Region 8",2018-06-02,"ili perc","quantile",NA,0.69135
"HHS Region 8",2018-06-09,"ili perc","quantile",NA,0.412421
"HHS Region 8",2018-06-16,"ili perc","quantile",NA,0.453962
"HHS Region 8",2018-06-23,"ili perc","quantile",NA,0.330557
"HHS Region 8",2018-10-06,"ili perc","quantile",NA,1.53406
"HHS Region 8",2018-10-13,"ili perc","quantile",NA,1.59296
"HHS Region 8",2018-10-20,"ili perc","quantile",NA,1.7847
"HHS Region 8",2018-10-27,"ili perc","quantile",NA,1.72335
"HHS Region 8",2018-11-03,"ili perc","quantile",NA,1.84374
"HHS Region 8",2018-11-10,"ili perc","quantile",NA,2.03272
"HHS Region 8",2018-11-17,"ili perc","quantile",NA,2.17481
"HHS Region 8",2018-11-24,"ili perc","quantile",NA,2.37747
"HHS Region 8",2018-12-01,"ili perc","quantile",NA,2.51482
"HHS Region 8",2018-12-08,"ili perc","quantile",NA,2.68954
"HHS Region 8",2018-12-15,"ili perc","quantile",NA,3.26893
"HHS Region 8",2018-12-22,"ili perc","quantile",NA,3.92155
"HHS Region 8",2018-12-29,"ili perc","quantile",NA,5.37988
"HHS Region 8",2019-01-05,"ili perc","quantile",NA,4.5528
"HHS Region 8",2019-01-12,"ili perc","quantile",NA,3.83922
"HHS Region 8",2019-01-19,"ili perc","quantile",NA,3.67664
"HHS Region 8",2019-01-26,"ili perc","quantile",NA,3.88763
"HHS Region 8",2019-02-02,"ili perc","quantile",NA,4.57775
"HHS Region 8",2019-02-09,"ili perc","quantile",NA,4.96749
"HHS Region 8",2019-02-16,"ili perc","quantile",NA,5.56349
"HHS Region 8",2019-02-23,"ili perc","quantile",NA,5.86631
"HHS Region 8",2019-03-02,"ili perc","quantile",NA,5.58335
"HHS Region 8",2019-03-09,"ili perc","quantile",NA,5.69172
"HHS Region 8",2019-03-16,"ili perc","quantile",NA,4.99913
"HHS Region 8",2019-03-23,"ili perc","quantile",NA,3.89435
"HHS Region 8",2019-03-30,"ili perc","quantile",NA,3.11083
"HHS Region 8",2019-04-06,"ili perc","quantile",NA,2.98637
"HHS Region 8",2019-04-13,"ili perc","quantile",NA,2.35153
"HHS Region 8",2019-04-20,"ili perc","quantile",NA,2.35164
"HHS Region 8",2019-04-27,"ili perc","quantile",NA,2.05839
"HHS Region 8",2019-05-04,"ili perc","quantile",NA,2.16568
"HHS Region 8",2019-05-11,"ili perc","quantile",NA,1.98925
"HHS Region 8",2019-05-18,"ili perc","quantile",NA,1.98408
"HHS Region 8",2019-05-25,"ili perc","quantile",NA,1.94725
"HHS Region 8",2019-06-01,"ili perc","quantile",NA,1.90813
"HHS Region 8",2019-06-08,"ili perc","quantile",NA,1.75419
"HHS Region 8",2019-06-15,"ili perc","quantile",NA,1.37183
"HHS Region 8",2019-06-22,"ili perc","quantile",NA,1.24425
"HHS Region 8",2019-10-05,"ili perc","quantile",NA,1.80463
"HHS Region 8",2019-10-12,"ili perc","quantile",NA,1.76108
"HHS Region 8",2019-10-19,"ili perc","quantile",NA,1.88607
"HHS Region 8",2019-10-26,"ili perc","quantile",NA,1.97889
"HHS Region 8",2019-11-02,"ili perc","quantile",NA,2.03455
"HHS Region 8",2019-11-09,"ili perc","quantile",NA,2.1253
"HHS Region 8",2019-11-16,"ili perc","quantile",NA,2.35121
"HHS Region 8",2019-11-23,"ili perc","quantile",NA,2.56137
"HHS Region 8",2019-11-30,"ili perc","quantile",NA,3.19706
"HHS Region 8",2019-12-07,"ili perc","quantile",NA,2.97176
"HHS Region 8",2019-12-14,"ili perc","quantile",NA,3.61906
"HHS Region 8",2019-12-21,"ili perc","quantile",NA,4.42455
"HHS Region 8",2019-12-28,"ili perc","quantile",NA,6.28773
"HHS Region 8",2020-01-04,"ili perc","quantile",NA,5.83864
"HHS Region 8",2020-01-11,"ili perc","quantile",NA,5.22858
"HHS Region 8",2020-01-18,"ili perc","quantile",NA,5.59314
"HHS Region 8",2020-01-25,"ili perc","quantile",NA,6.53231
"HHS Region 8",2020-02-01,"ili perc","quantile",NA,6.83166
"HHS Region 8",2020-02-08,"ili perc","quantile",NA,6.7038
"HHS Region 8",2020-02-15,"ili perc","quantile",NA,5.85173
"HHS Region 8",2020-02-22,"ili perc","quantile",NA,5.45336
"HHS Region 8",2020-02-29,"ili perc","quantile",NA,4.99505
"HHS Region 8",2020-03-07,"ili perc","quantile",NA,5.23517
"HHS Region 8",2020-03-14,"ili perc","quantile",NA,6.30264
"HHS Region 8",2020-03-21,"ili perc","quantile",NA,6.21989
"HHS Region 8",2020-03-28,"ili perc","quantile",NA,3.98437
"HHS Region 8",2020-04-04,"ili perc","quantile",NA,2.93619
"HHS Region 8",2020-04-11,"ili perc","quantile",NA,2.06387
"HHS Region 8",2020-04-18,"ili perc","quantile",NA,1.36285
"HHS Region 8",2020-04-25,"ili perc","quantile",NA,1.21777
"HHS Region 8",2020-05-02,"ili perc","quantile",NA,0.876104
"HHS Region 8",2020-05-09,"ili perc","quantile",NA,0.780002
"HHS Region 8",2020-05-16,"ili perc","quantile",NA,0.717479
"HHS Region 8",2020-05-23,"ili perc","quantile",NA,0.619761
"HHS Region 8",2020-05-30,"ili perc","quantile",NA,0.625513
"HHS Region 8",2020-06-06,"ili perc","quantile",NA,0.500092
"HHS Region 8",2020-06-13,"ili perc","quantile",NA,0.508301
"HHS Region 8",2020-06-20,"ili perc","quantile",NA,0.552793
"HHS Region 9",2015-10-03,"ili perc","quantile",NA,1.1779
"HHS Region 9",2015-10-10,"ili perc","quantile",NA,1.35635
"HHS Region 9",2015-10-17,"ili perc","quantile",NA,1.54012
"HHS Region 9",2015-10-24,"ili perc","quantile",NA,1.49608
"HHS Region 9",2015-10-31,"ili perc","quantile",NA,1.68057
"HHS Region 9",2015-11-07,"ili perc","quantile",NA,1.85319
"HHS Region 9",2015-11-14,"ili perc","quantile",NA,1.7888
"HHS Region 9",2015-11-21,"ili perc","quantile",NA,2.04532
"HHS Region 9",2015-11-28,"ili perc","quantile",NA,2.3103
"HHS Region 9",2015-12-05,"ili perc","quantile",NA,2.00403
"HHS Region 9",2015-12-12,"ili perc","quantile",NA,2.0343
"HHS Region 9",2015-12-19,"ili perc","quantile",NA,2.12648
"HHS Region 9",2015-12-26,"ili perc","quantile",NA,2.80184
"HHS Region 9",2016-01-02,"ili perc","quantile",NA,3.03653
"HHS Region 9",2016-01-09,"ili perc","quantile",NA,2.42695
"HHS Region 9",2016-01-16,"ili perc","quantile",NA,2.40393
"HHS Region 9",2016-01-23,"ili perc","quantile",NA,2.64512
"HHS Region 9",2016-01-30,"ili perc","quantile",NA,2.82762
"HHS Region 9",2016-02-06,"ili perc","quantile",NA,3.24343
"HHS Region 9",2016-02-13,"ili perc","quantile",NA,3.963
"HHS Region 9",2016-02-20,"ili perc","quantile",NA,4.37101
"HHS Region 9",2016-02-27,"ili perc","quantile",NA,3.93317
"HHS Region 9",2016-03-05,"ili perc","quantile",NA,3.84182
"HHS Region 9",2016-03-12,"ili perc","quantile",NA,3.80559
"HHS Region 9",2016-03-19,"ili perc","quantile",NA,3.33151
"HHS Region 9",2016-03-26,"ili perc","quantile",NA,3.0041
"HHS Region 9",2016-04-02,"ili perc","quantile",NA,2.79537
"HHS Region 9",2016-04-09,"ili perc","quantile",NA,2.2527
"HHS Region 9",2016-04-16,"ili perc","quantile",NA,2.02866
"HHS Region 9",2016-04-23,"ili perc","quantile",NA,1.76843
"HHS Region 9",2016-04-30,"ili perc","quantile",NA,1.76
"HHS Region 9",2016-05-07,"ili perc","quantile",NA,1.83982
"HHS Region 9",2016-05-14,"ili perc","quantile",NA,1.57637
"HHS Region 9",2016-05-21,"ili perc","quantile",NA,1.58815
"HHS Region 9",2016-05-28,"ili perc","quantile",NA,1.47634
"HHS Region 9",2016-06-04,"ili perc","quantile",NA,1.45905
"HHS Region 9",2016-06-11,"ili perc","quantile",NA,1.52301
"HHS Region 9",2016-06-18,"ili perc","quantile",NA,1.41964
"HHS Region 9",2016-06-25,"ili perc","quantile",NA,0.765475
"HHS Region 9",2016-10-01,"ili perc","quantile",NA,1.4503
"HHS Region 9",2016-10-08,"ili perc","quantile",NA,1.2646
"HHS Region 9",2016-10-15,"ili perc","quantile",NA,1.2706
"HHS Region 9",2016-10-22,"ili perc","quantile",NA,1.38252
"HHS Region 9",2016-10-29,"ili perc","quantile",NA,1.44038
"HHS Region 9",2016-11-05,"ili perc","quantile",NA,1.52208
"HHS Region 9",2016-11-12,"ili perc","quantile",NA,1.61573
"HHS Region 9",2016-11-19,"ili perc","quantile",NA,1.66935
"HHS Region 9",2016-11-26,"ili perc","quantile",NA,1.97996
"HHS Region 9",2016-12-03,"ili perc","quantile",NA,1.87857
"HHS Region 9",2016-12-10,"ili perc","quantile",NA,2.03416
"HHS Region 9",2016-12-17,"ili perc","quantile",NA,2.31267
"HHS Region 9",2016-12-24,"ili perc","quantile",NA,2.75896
"HHS Region 9",2016-12-31,"ili perc","quantile",NA,3.3023
"HHS Region 9",2017-01-07,"ili perc","quantile",NA,3.07354
"HHS Region 9",2017-01-14,"ili perc","quantile",NA,2.83927
"HHS Region 9",2017-01-21,"ili perc","quantile",NA,2.68198
"HHS Region 9",2017-01-28,"ili perc","quantile",NA,2.96264
"HHS Region 9",2017-02-04,"ili perc","quantile",NA,3.10464
"HHS Region 9",2017-02-11,"ili perc","quantile",NA,2.71361
"HHS Region 9",2017-02-18,"ili perc","quantile",NA,2.53467
"HHS Region 9",2017-02-25,"ili perc","quantile",NA,2.46111
"HHS Region 9",2017-03-04,"ili perc","quantile",NA,2.30068
"HHS Region 9",2017-03-11,"ili perc","quantile",NA,2.31394
"HHS Region 9",2017-03-18,"ili perc","quantile",NA,2.34187
"HHS Region 9",2017-03-25,"ili perc","quantile",NA,2.05179
"HHS Region 9",2017-04-01,"ili perc","quantile",NA,2.07687
"HHS Region 9",2017-04-08,"ili perc","quantile",NA,1.89935
"HHS Region 9",2017-04-15,"ili perc","quantile",NA,1.72413
"HHS Region 9",2017-04-22,"ili perc","quantile",NA,1.76059
"HHS Region 9",2017-04-29,"ili perc","quantile",NA,1.79868
"HHS Region 9",2017-05-06,"ili perc","quantile",NA,1.68548
"HHS Region 9",2017-05-13,"ili perc","quantile",NA,1.61888
"HHS Region 9",2017-05-20,"ili perc","quantile",NA,1.59977
"HHS Region 9",2017-05-27,"ili perc","quantile",NA,1.57949
"HHS Region 9",2017-06-03,"ili perc","quantile",NA,1.55979
"HHS Region 9",2017-06-10,"ili perc","quantile",NA,1.68921
"HHS Region 9",2017-06-17,"ili perc","quantile",NA,1.57079
"HHS Region 9",2017-06-24,"ili perc","quantile",NA,0.656103
"HHS Region 9",2017-10-07,"ili perc","quantile",NA,1.78435
"HHS Region 9",2017-10-14,"ili perc","quantile",NA,1.56625
"HHS Region 9",2017-10-21,"ili perc","quantile",NA,1.5948
"HHS Region 9",2017-10-28,"ili perc","quantile",NA,1.7425
"HHS Region 9",2017-11-04,"ili perc","quantile",NA,2.02638
"HHS Region 9",2017-11-11,"ili perc","quantile",NA,1.94126
"HHS Region 9",2017-11-18,"ili perc","quantile",NA,2.04622
"HHS Region 9",2017-11-25,"ili perc","quantile",NA,2.20586
"HHS Region 9",2017-12-02,"ili perc","quantile",NA,2.17838
"HHS Region 9",2017-12-09,"ili perc","quantile",NA,2.62734
"HHS Region 9",2017-12-16,"ili perc","quantile",NA,3.60074
"HHS Region 9",2017-12-23,"ili perc","quantile",NA,4.78426
"HHS Region 9",2017-12-30,"ili perc","quantile",NA,6.97874
"HHS Region 9",2018-01-06,"ili perc","quantile",NA,6.59208
"HHS Region 9",2018-01-13,"ili perc","quantile",NA,4.81137
"HHS Region 9",2018-01-20,"ili perc","quantile",NA,4.1861
"HHS Region 9",2018-01-27,"ili perc","quantile",NA,4.06957
"HHS Region 9",2018-02-03,"ili perc","quantile",NA,4.3234
"HHS Region 9",2018-02-10,"ili perc","quantile",NA,4.01337
"HHS Region 9",2018-02-17,"ili perc","quantile",NA,3.91491
"HHS Region 9",2018-02-24,"ili perc","quantile",NA,3.72408
"HHS Region 9",2018-03-03,"ili perc","quantile",NA,3.73384
"HHS Region 9",2018-03-10,"ili perc","quantile",NA,3.47532
"HHS Region 9",2018-03-17,"ili perc","quantile",NA,3.27758
"HHS Region 9",2018-03-24,"ili perc","quantile",NA,3.01976
"HHS Region 9",2018-03-31,"ili perc","quantile",NA,2.81525
"HHS Region 9",2018-04-07,"ili perc","quantile",NA,2.48838
"HHS Region 9",2018-04-14,"ili perc","quantile",NA,2.06744
"HHS Region 9",2018-04-21,"ili perc","quantile",NA,2.02993
"HHS Region 9",2018-04-28,"ili perc","quantile",NA,2.08325
"HHS Region 9",2018-05-05,"ili perc","quantile",NA,2.01423
"HHS Region 9",2018-05-12,"ili perc","quantile",NA,1.90204
"HHS Region 9",2018-05-19,"ili perc","quantile",NA,1.71483
"HHS Region 9",2018-05-26,"ili perc","quantile",NA,1.79995
"HHS Region 9",2018-06-02,"ili perc","quantile",NA,1.75535
"HHS Region 9",2018-06-09,"ili perc","quantile",NA,1.24485
"HHS Region 9",2018-06-16,"ili perc","quantile",NA,1.39349
"HHS Region 9",2018-06-23,"ili perc","quantile",NA,1.79505
"HHS Region 9",2018-10-06,"ili perc","quantile",NA,1.45424
"HHS Region 9",2018-10-13,"ili perc","quantile",NA,1.29363
"HHS Region 9",2018-10-20,"ili perc","quantile",NA,1.43563
"HHS Region 9",2018-10-27,"ili perc","quantile",NA,1.53618
"HHS Region 9",2018-11-03,"ili perc","quantile",NA,1.71996
"HHS Region 9",2018-11-10,"ili perc","quantile",NA,1.78591
"HHS Region 9",2018-11-17,"ili perc","quantile",NA,1.99088
"HHS Region 9",2018-11-24,"ili perc","quantile",NA,2.10108
"HHS Region 9",2018-12-01,"ili perc","quantile",NA,2.2941
"HHS Region 9",2018-12-08,"ili perc","quantile",NA,2.43778
"HHS Region 9",2018-12-15,"ili perc","quantile",NA,2.76262
"HHS Region 9",2018-12-22,"ili perc","quantile",NA,3.04109
"HHS Region 9",2018-12-29,"ili perc","quantile",NA,3.33537
"HHS Region 9",2019-01-05,"ili perc","quantile",NA,3.3197
"HHS Region 9",2019-01-12,"ili perc","quantile",NA,3.2484
"HHS Region 9",2019-01-19,"ili perc","quantile",NA,2.94016
"HHS Region 9",2019-01-26,"ili perc","quantile",NA,2.91451
"HHS Region 9",2019-02-02,"ili perc","quantile",NA,3.27233
"HHS Region 9",2019-02-09,"ili perc","quantile",NA,3.27438
"HHS Region 9",2019-02-16,"ili perc","quantile",NA,3.65738
"HHS Region 9",2019-02-23,"ili perc","quantile",NA,3.55002
"HHS Region 9",2019-03-02,"ili perc","quantile",NA,3.6558
"HHS Region 9",2019-03-09,"ili perc","quantile",NA,3.56942
"HHS Region 9",2019-03-16,"ili perc","quantile",NA,3.37257
"HHS Region 9",2019-03-23,"ili perc","quantile",NA,3.47746
"HHS Region 9",2019-03-30,"ili perc","quantile",NA,2.99902
"HHS Region 9",2019-04-06,"ili perc","quantile",NA,2.98194
"HHS Region 9",2019-04-13,"ili perc","quantile",NA,2.5276
"HHS Region 9",2019-04-20,"ili perc","quantile",NA,2.32824
"HHS Region 9",2019-04-27,"ili perc","quantile",NA,2.14136
"HHS Region 9",2019-05-04,"ili perc","quantile",NA,1.80483
"HHS Region 9",2019-05-11,"ili perc","quantile",NA,1.84986
"HHS Region 9",2019-05-18,"ili perc","quantile",NA,1.76867
"HHS Region 9",2019-05-25,"ili perc","quantile",NA,1.79491
"HHS Region 9",2019-06-01,"ili perc","quantile",NA,1.88468
"HHS Region 9",2019-06-08,"ili perc","quantile",NA,1.73158
"HHS Region 9",2019-06-15,"ili perc","quantile",NA,1.5342
"HHS Region 9",2019-06-22,"ili perc","quantile",NA,1.33208
"HHS Region 9",2019-10-05,"ili perc","quantile",NA,1.32262
"HHS Region 9",2019-10-12,"ili perc","quantile",NA,1.45731
"HHS Region 9",2019-10-19,"ili perc","quantile",NA,1.5957
"HHS Region 9",2019-10-26,"ili perc","quantile",NA,1.68832
"HHS Region 9",2019-11-02,"ili perc","quantile",NA,1.81877
"HHS Region 9",2019-11-09,"ili perc","quantile",NA,2.26306
"HHS Region 9",2019-11-16,"ili perc","quantile",NA,2.57224
"HHS Region 9",2019-11-23,"ili perc","quantile",NA,2.50307
"HHS Region 9",2019-11-30,"ili perc","quantile",NA,2.85536
"HHS Region 9",2019-12-07,"ili perc","quantile",NA,2.79227
"HHS Region 9",2019-12-14,"ili perc","quantile",NA,2.79624
"HHS Region 9",2019-12-21,"ili perc","quantile",NA,3.18884
"HHS Region 9",2019-12-28,"ili perc","quantile",NA,4.57955
"HHS Region 9",2020-01-04,"ili perc","quantile",NA,4.60219
"HHS Region 9",2020-01-11,"ili perc","quantile",NA,3.84239
"HHS Region 9",2020-01-18,"ili perc","quantile",NA,4.13988
"HHS Region 9",2020-01-25,"ili perc","quantile",NA,4.69436
"HHS Region 9",2020-02-01,"ili perc","quantile",NA,4.73649
"HHS Region 9",2020-02-08,"ili perc","quantile",NA,4.79174
"HHS Region 9",2020-02-15,"ili perc","quantile",NA,4.45497
"HHS Region 9",2020-02-22,"ili perc","quantile",NA,4.32721
"HHS Region 9",2020-02-29,"ili perc","quantile",NA,3.93815
"HHS Region 9",2020-03-07,"ili perc","quantile",NA,3.67044
"HHS Region 9",2020-03-14,"ili perc","quantile",NA,3.9896
"HHS Region 9",2020-03-21,"ili perc","quantile",NA,4.55481
"HHS Region 9",2020-03-28,"ili perc","quantile",NA,3.45566
"HHS Region 9",2020-04-04,"ili perc","quantile",NA,2.59209
"HHS Region 9",2020-04-11,"ili perc","quantile",NA,1.97327
"HHS Region 9",2020-04-18,"ili perc","quantile",NA,1.49219
"HHS Region 9",2020-04-25,"ili perc","quantile",NA,1.25506
"HHS Region 9",2020-05-02,"ili perc","quantile",NA,1.14177
"HHS Region 9",2020-05-09,"ili perc","quantile",NA,1.00644
"HHS Region 9",2020-05-16,"ili perc","quantile",NA,0.797942
"HHS Region 9",2020-05-23,"ili perc","quantile",NA,0.776329
"HHS Region 9",2020-05-30,"ili perc","quantile",NA,0.680307
"HHS Region 9",2020-06-06,"ili perc","quantile",NA,0.539421
"HHS Region 9",2020-06-13,"ili perc","quantile",NA,0.590173
"HHS Region 9",2020-06-20,"ili perc","quantile",NA,0.651405
"US National",2015-10-03,"ili perc","quantile",NA,1.14961
"US National",2015-10-10,"ili perc","quantile",NA,1.27228
"US National",2015-10-17,"ili perc","quantile",NA,1.33841
"US National",2015-10-24,"ili perc","quantile",NA,1.40045
"US National",2015-10-31,"ili perc","quantile",NA,1.39238
"US National",2015-11-07,"ili perc","quantile",NA,1.47959
"US National",2015-11-14,"ili perc","quantile",NA,1.54522
"US National",2015-11-21,"ili perc","quantile",NA,1.6421
"US National",2015-11-28,"ili perc","quantile",NA,1.94412
"US National",2015-12-05,"ili perc","quantile",NA,1.72378
"US National",2015-12-12,"ili perc","quantile",NA,1.83479
"US National",2015-12-19,"ili perc","quantile",NA,1.92427
"US National",2015-12-26,"ili perc","quantile",NA,2.36378
"US National",2016-01-02,"ili perc","quantile",NA,2.46459
"US National",2016-01-09,"ili perc","quantile",NA,1.9952
"US National",2016-01-16,"ili perc","quantile",NA,2.04125
"US National",2016-01-23,"ili perc","quantile",NA,2.15835
"US National",2016-01-30,"ili perc","quantile",NA,2.28153
"US National",2016-02-06,"ili perc","quantile",NA,2.41851
"US National",2016-02-13,"ili perc","quantile",NA,2.84509
"US National",2016-02-20,"ili perc","quantile",NA,3.1655
"US National",2016-02-27,"ili perc","quantile",NA,3.1831
"US National",2016-03-05,"ili perc","quantile",NA,3.3496
"US National",2016-03-12,"ili perc","quantile",NA,3.56884
"US National",2016-03-19,"ili perc","quantile",NA,3.08201
"US National",2016-03-26,"ili perc","quantile",NA,2.79895
"US National",2016-04-02,"ili perc","quantile",NA,2.4869
"US National",2016-04-09,"ili perc","quantile",NA,2.06174
"US National",2016-04-16,"ili perc","quantile",NA,2.00582
"US National",2016-04-23,"ili perc","quantile",NA,1.90926
"US National",2016-04-30,"ili perc","quantile",NA,1.735
"US National",2016-05-07,"ili perc","quantile",NA,1.61449
"US National",2016-05-14,"ili perc","quantile",NA,1.417
"US National",2016-05-21,"ili perc","quantile",NA,1.36061
"US National",2016-05-28,"ili perc","quantile",NA,1.27396
"US National",2016-06-04,"ili perc","quantile",NA,1.23883
"US National",2016-06-11,"ili perc","quantile",NA,1.20277
"US National",2016-06-18,"ili perc","quantile",NA,1.08577
"US National",2016-06-25,"ili perc","quantile",NA,0.87012
"US National",2016-10-01,"ili perc","quantile",NA,1.18794
"US National",2016-10-08,"ili perc","quantile",NA,1.19625
"US National",2016-10-15,"ili perc","quantile",NA,1.23448
"US National",2016-10-22,"ili perc","quantile",NA,1.26681
"US National",2016-10-29,"ili perc","quantile",NA,1.35126
"US National",2016-11-05,"ili perc","quantile",NA,1.47735
"US National",2016-11-12,"ili perc","quantile",NA,1.55759
"US National",2016-11-19,"ili perc","quantile",NA,1.64645
"US National",2016-11-26,"ili perc","quantile",NA,1.91349
"US National",2016-12-03,"ili perc","quantile",NA,1.82411
"US National",2016-12-10,"ili perc","quantile",NA,1.92541
"US National",2016-12-17,"ili perc","quantile",NA,2.21907
"US National",2016-12-24,"ili perc","quantile",NA,2.74118
"US National",2016-12-31,"ili perc","quantile",NA,3.36449
"US National",2017-01-07,"ili perc","quantile",NA,3.09649
"US National",2017-01-14,"ili perc","quantile",NA,3.08536
"US National",2017-01-21,"ili perc","quantile",NA,3.5151
"US National",2017-01-28,"ili perc","quantile",NA,3.79487
"US National",2017-02-04,"ili perc","quantile",NA,4.44621
"US National",2017-02-11,"ili perc","quantile",NA,5.08247
"US National",2017-02-18,"ili perc","quantile",NA,4.88989
"US National",2017-02-25,"ili perc","quantile",NA,4.58236
"US National",2017-03-04,"ili perc","quantile",NA,3.57229
"US National",2017-03-11,"ili perc","quantile",NA,3.52916
"US National",2017-03-18,"ili perc","quantile",NA,3.24085
"US National",2017-03-25,"ili perc","quantile",NA,3.12015
"US National",2017-04-01,"ili perc","quantile",NA,2.82344
"US National",2017-04-08,"ili perc","quantile",NA,2.41297
"US National",2017-04-15,"ili perc","quantile",NA,1.98843
"US National",2017-04-22,"ili perc","quantile",NA,1.75676
"US National",2017-04-29,"ili perc","quantile",NA,1.57964
"US National",2017-05-06,"ili perc","quantile",NA,1.44276
"US National",2017-05-13,"ili perc","quantile",NA,1.31239
"US National",2017-05-20,"ili perc","quantile",NA,1.33498
"US National",2017-05-27,"ili perc","quantile",NA,1.21203
"US National",2017-06-03,"ili perc","quantile",NA,1.13992
"US National",2017-06-10,"ili perc","quantile",NA,1.0646
"US National",2017-06-17,"ili perc","quantile",NA,0.956792
"US National",2017-06-24,"ili perc","quantile",NA,0.826189
"US National",2017-10-07,"ili perc","quantile",NA,1.27027
"US National",2017-10-14,"ili perc","quantile",NA,1.30714
"US National",2017-10-21,"ili perc","quantile",NA,1.34389
"US National",2017-10-28,"ili perc","quantile",NA,1.51933
"US National",2017-11-04,"ili perc","quantile",NA,1.74755
"US National",2017-11-11,"ili perc","quantile",NA,1.89053
"US National",2017-11-18,"ili perc","quantile",NA,2.06318
"US National",2017-11-25,"ili perc","quantile",NA,2.28455
"US National",2017-12-02,"ili perc","quantile",NA,2.28774
"US National",2017-12-09,"ili perc","quantile",NA,2.58788
"US National",2017-12-16,"ili perc","quantile",NA,3.371
"US National",2017-12-23,"ili perc","quantile",NA,4.74187
"US National",2017-12-30,"ili perc","quantile",NA,5.71829
"US National",2018-01-06,"ili perc","quantile",NA,5.75983
"US National",2018-01-13,"ili perc","quantile",NA,5.90715
"US National",2018-01-20,"ili perc","quantile",NA,6.52415
"US National",2018-01-27,"ili perc","quantile",NA,7.17111
"US National",2018-02-03,"ili perc","quantile",NA,7.53048
"US National",2018-02-10,"ili perc","quantile",NA,7.39289
"US National",2018-02-17,"ili perc","quantile",NA,6.45196
"US National",2018-02-24,"ili perc","quantile",NA,4.96863
"US National",2018-03-03,"ili perc","quantile",NA,3.70038
"US National",2018-03-10,"ili perc","quantile",NA,3.19292
"US National",2018-03-17,"ili perc","quantile",NA,2.77667
"US National",2018-03-24,"ili perc","quantile",NA,2.49592
"US National",2018-03-31,"ili perc","quantile",NA,2.42174
"US National",2018-04-07,"ili perc","quantile",NA,2.09126
"US National",2018-04-14,"ili perc","quantile",NA,1.7994
"US National",2018-04-21,"ili perc","quantile",NA,1.62794
"US National",2018-04-28,"ili perc","quantile",NA,1.55562
"US National",2018-05-05,"ili perc","quantile",NA,1.53664
"US National",2018-05-12,"ili perc","quantile",NA,1.30392
"US National",2018-05-19,"ili perc","quantile",NA,1.20061
"US National",2018-05-26,"ili perc","quantile",NA,1.24724
"US National",2018-06-02,"ili perc","quantile",NA,1.17262
"US National",2018-06-09,"ili perc","quantile",NA,0.982762
"US National",2018-06-16,"ili perc","quantile",NA,0.918483
"US National",2018-06-23,"ili perc","quantile",NA,0.913734
"US National",2018-10-06,"ili perc","quantile",NA,1.42208
"US National",2018-10-13,"ili perc","quantile",NA,1.40393
"US National",2018-10-20,"ili perc","quantile",NA,1.47235
"US National",2018-10-27,"ili perc","quantile",NA,1.64023
"US National",2018-11-03,"ili perc","quantile",NA,1.79068
"US National",2018-11-10,"ili perc","quantile",NA,1.86855
"US National",2018-11-17,"ili perc","quantile",NA,1.99141
"US National",2018-11-24,"ili perc","quantile",NA,2.24259
"US National",2018-12-01,"ili perc","quantile",NA,2.15005
"US National",2018-12-08,"ili perc","quantile",NA,2.26345
"US National",2018-12-15,"ili perc","quantile",NA,2.6377
"US National",2018-12-22,"ili perc","quantile",NA,3.13165
"US National",2018-12-29,"ili perc","quantile",NA,3.95458
"US National",2019-01-05,"ili perc","quantile",NA,3.45792
"US National",2019-01-12,"ili perc","quantile",NA,3.09989
"US National",2019-01-19,"ili perc","quantile",NA,3.3218
"US National",2019-01-26,"ili perc","quantile",NA,3.79034
"US National",2019-02-02,"ili perc","quantile",NA,4.34584
"US National",2019-02-09,"ili perc","quantile",NA,4.86049
"US National",2019-02-16,"ili perc","quantile",NA,5.06552
"US National",2019-02-23,"ili perc","quantile",NA,4.91546
"US National",2019-03-02,"ili perc","quantile",NA,4.58679
"US National",2019-03-09,"ili perc","quantile",NA,4.40723
"US National",2019-03-16,"ili perc","quantile",NA,4.24582
"US National",2019-03-23,"ili perc","quantile",NA,3.68822
"US National",2019-03-30,"ili perc","quantile",NA,3.11588
"US National",2019-04-06,"ili perc","quantile",NA,2.71659
"US National",2019-04-13,"ili perc","quantile",NA,2.3206
"US National",2019-04-20,"ili perc","quantile",NA,2.02272
"US National",2019-04-27,"ili perc","quantile",NA,1.73351
"US National",2019-05-04,"ili perc","quantile",NA,1.59387
"US National",2019-05-11,"ili perc","quantile",NA,1.52093
"US National",2019-05-18,"ili perc","quantile",NA,1.50854
"US National",2019-05-25,"ili perc","quantile",NA,1.44178
"US National",2019-06-01,"ili perc","quantile",NA,1.40471
"US National",2019-06-08,"ili perc","quantile",NA,1.23089
"US National",2019-06-15,"ili perc","quantile",NA,1.12741
"US National",2019-06-22,"ili perc","quantile",NA,0.976146
"US National",2019-10-05,"ili perc","quantile",NA,1.49223
"US National",2019-10-12,"ili perc","quantile",NA,1.59387
"US National",2019-10-19,"ili perc","quantile",NA,1.72833
