"location","target_end_date","target","observation","as_of"
"HHS Region 10",2015-08-08,"ili perc",0.277682,2015-10-31
"HHS Region 10",2015-08-15,"ili perc",0.176249,2015-10-31
"HHS Region 10",2015-08-22,"ili perc",0.233461,2015-10-31
"HHS Region 10",2015-08-29,"ili perc",0.129447,2015-10-31
"HHS Region 10",2015-09-05,"ili perc",0.409017,2015-10-31
"HHS Region 10",2015-09-12,"ili perc",0.545922,2015-10-31
"HHS Region 10",2015-09-19,"ili perc",0.500789,2015-10-31
"HHS Region 10",2015-09-26,"ili perc",0.507331,2015-10-31
"HHS Region 10",2015-10-03,"ili perc",0.638896,2015-10-31
"HHS Region 10",2015-10-10,"ili perc",0.489074,2015-10-31
"HHS Region 10",2015-10-17,"ili perc",0.766982,2015-10-31
"HHS Region 10",2015-10-24,"ili perc",0.589522,2015-10-31
"HHS Region 10",2015-10-31,"ili perc",0.892955,2015-10-31
"US National",2015-08-01,"ili perc",0.778557,2015-11-07
"US National",2015-08-08,"ili perc",0.788065,2015-11-07
"US National",2015-08-15,"ili perc",0.835725,2015-11-07
"US National",2015-08-22,"ili perc",0.857583,2015-11-07
"US National",2015-08-29,"ili perc",0.863789,2015-11-07
"US National",2015-09-05,"ili perc",0.92465,2015-11-07
"US National",2015-09-12,"ili perc",0.967872,2015-11-07
"US National",2015-09-19,"ili perc",1.09711,2015-11-07
"US National",2015-09-26,"ili perc",1.15614,2015-11-07
"US National",2015-10-03,"ili perc",1.17014,2015-11-07
"US National",2015-10-10,"ili perc",1.25072,2015-11-07
"US National",2015-10-17,"ili perc",1.32934,2015-11-07
"US National",2015-10-24,"ili perc",1.3787,2015-11-07
"US National",2015-10-31,"ili perc",1.328,2015-11-07
"US National",2015-11-07,"ili perc",1.41889,2015-11-07
"HHS Region 1",2015-08-01,"ili perc",0.356937,2015-11-07
"HHS Region 1",2015-08-08,"ili perc",0.36071,2015-11-07
"HHS Region 1",2015-08-15,"ili perc",0.384903,2015-11-07
"HHS Region 1",2015-08-22,"ili perc",0.362232,2015-11-07
"HHS Region 1",2015-08-29,"ili perc",0.401994,2015-11-07
"HHS Region 1",2015-09-05,"ili perc",0.381446,2015-11-07
"HHS Region 1",2015-09-12,"ili perc",0.456894,2015-11-07
"HHS Region 1",2015-09-19,"ili perc",0.463827,2015-11-07
"HHS Region 1",2015-09-26,"ili perc",0.402616,2015-11-07
"HHS Region 1",2015-10-03,"ili perc",0.410348,2015-11-07
"HHS Region 1",2015-10-10,"ili perc",0.716743,2015-11-07
"HHS Region 1",2015-10-17,"ili perc",0.637352,2015-11-07
"HHS Region 1",2015-10-24,"ili perc",0.763781,2015-11-07
"HHS Region 1",2015-10-31,"ili perc",0.85644,2015-11-07
"HHS Region 1",2015-11-07,"ili perc",0.565118,2015-11-07
"HHS Region 2",2015-08-01,"ili perc",1.36223,2015-11-07
"HHS Region 2",2015-08-08,"ili perc",1.57157,2015-11-07
"HHS Region 2",2015-08-15,"ili perc",1.38907,2015-11-07
"HHS Region 2",2015-08-22,"ili perc",1.11843,2015-11-07
"HHS Region 2",2015-08-29,"ili perc",1.12344,2015-11-07
"HHS Region 2",2015-09-05,"ili perc",1.23609,2015-11-07
"HHS Region 2",2015-09-12,"ili perc",1.19069,2015-11-07
"HHS Region 2",2015-09-19,"ili perc",1.44976,2015-11-07
"HHS Region 2",2015-09-26,"ili perc",1.67527,2015-11-07
"HHS Region 2",2015-10-03,"ili perc",1.38138,2015-11-07
"HHS Region 2",2015-10-10,"ili perc",1.14266,2015-11-07
"HHS Region 2",2015-10-17,"ili perc",1.01953,2015-11-07
"HHS Region 2",2015-10-24,"ili perc",1.36462,2015-11-07
"HHS Region 2",2015-10-31,"ili perc",1.32862,2015-11-07
"HHS Region 2",2015-11-07,"ili perc",1.64154,2015-11-07
"HHS Region 3",2015-08-01,"ili perc",0.959529,2015-11-07
"HHS Region 3",2015-08-08,"ili perc",0.890565,2015-11-07
"HHS Region 3",2015-08-15,"ili perc",1.00206,2015-11-07
"HHS Region 3",2015-08-22,"ili perc",0.952584,2015-11-07
"HHS Region 3",2015-08-29,"ili perc",0.81983,2015-11-07
"HHS Region 3",2015-09-05,"ili perc",1.08942,2015-11-07
"HHS Region 3",2015-09-12,"ili perc",1.14302,2015-11-07
"HHS Region 3",2015-09-19,"ili perc",1.19949,2015-11-07
"HHS Region 3",2015-09-26,"ili perc",1.24271,2015-11-07
"HHS Region 3",2015-10-03,"ili perc",1.12201,2015-11-07
"HHS Region 3",2015-10-10,"ili perc",1.15869,2015-11-07
"HHS Region 3",2015-10-17,"ili perc",1.21794,2015-11-07
"HHS Region 3",2015-10-24,"ili perc",1.40431,2015-11-07
"HHS Region 3",2015-10-31,"ili perc",1.40053,2015-11-07
"HHS Region 3",2015-11-07,"ili perc",1.39543,2015-11-07
"HHS Region 4",2015-08-01,"ili perc",0.456488,2015-11-07
"HHS Region 4",2015-08-08,"ili perc",0.45738,2015-11-07
"HHS Region 4",2015-08-15,"ili perc",0.715868,2015-11-07
"HHS Region 4",2015-08-22,"ili perc",0.74246,2015-11-07
"HHS Region 4",2015-08-29,"ili perc",0.823904,2015-11-07
"HHS Region 4",2015-09-05,"ili perc",0.74564,2015-11-07
"HHS Region 4",2015-09-12,"ili perc",0.715931,2015-11-07
"HHS Region 4",2015-09-19,"ili perc",0.842332,2015-11-07
"HHS Region 4",2015-09-26,"ili perc",0.762538,2015-11-07
"HHS Region 4",2015-10-03,"ili perc",0.887591,2015-11-07
"HHS Region 4",2015-10-10,"ili perc",1.15194,2015-11-07
"HHS Region 4",2015-10-17,"ili perc",1.23833,2015-11-07
"HHS Region 4",2015-10-24,"ili perc",1.12822,2015-11-07
"HHS Region 4",2015-10-31,"ili perc",1.17868,2015-11-07
"HHS Region 4",2015-11-07,"ili perc",1.06239,2015-11-07
"HHS Region 5",2015-08-01,"ili perc",0.581547,2015-11-07
"HHS Region 5",2015-08-08,"ili perc",0.585049,2015-11-07
"HHS Region 5",2015-08-15,"ili perc",0.597183,2015-11-07
"HHS Region 5",2015-08-22,"ili perc",0.581645,2015-11-07
"HHS Region 5",2015-08-29,"ili perc",0.659672,2015-11-07
"HHS Region 5",2015-09-05,"ili perc",0.615018,2015-11-07
"HHS Region 5",2015-09-12,"ili perc",0.653839,2015-11-07
"HHS Region 5",2015-09-19,"ili perc",0.725852,2015-11-07
"HHS Region 5",2015-09-26,"ili perc",0.808302,2015-11-07
"HHS Region 5",2015-10-03,"ili perc",0.86805,2015-11-07
"HHS Region 5",2015-10-10,"ili perc",0.918807,2015-11-07
"HHS Region 5",2015-10-17,"ili perc",1.06207,2015-11-07
"HHS Region 5",2015-10-24,"ili perc",0.934238,2015-11-07
"HHS Region 5",2015-10-31,"ili perc",0.918215,2015-11-07
"HHS Region 5",2015-11-07,"ili perc",1.29449,2015-11-07
"HHS Region 6",2015-08-01,"ili perc",1.31115,2015-11-07
"HHS Region 6",2015-08-08,"ili perc",1.23758,2015-11-07
"HHS Region 6",2015-08-15,"ili perc",1.22844,2015-11-07
"HHS Region 6",2015-08-22,"ili perc",1.54875,2015-11-07
"HHS Region 6",2015-08-29,"ili perc",1.3046,2015-11-07
"HHS Region 6",2015-09-05,"ili perc",1.68028,2015-11-07
"HHS Region 6",2015-09-12,"ili perc",2.20774,2015-11-07
"HHS Region 6",2015-09-19,"ili perc",2.14646,2015-11-07
"HHS Region 6",2015-09-26,"ili perc",2.32181,2015-11-07
"HHS Region 6",2015-10-03,"ili perc",2.49805,2015-11-07
"HHS Region 6",2015-10-10,"ili perc",2.85746,2015-11-07
"HHS Region 6",2015-10-17,"ili perc",2.97472,2015-11-07
"HHS Region 6",2015-10-24,"ili perc",3.19071,2015-11-07
"HHS Region 6",2015-10-31,"ili perc",3.02682,2015-11-07
"HHS Region 6",2015-11-07,"ili perc",3.10696,2015-11-07
"HHS Region 7",2015-08-01,"ili perc",0.214156,2015-11-07
"HHS Region 7",2015-08-08,"ili perc",0.281667,2015-11-07
"HHS Region 7",2015-08-15,"ili perc",0.116572,2015-11-07
"HHS Region 7",2015-08-22,"ili perc",0.287188,2015-11-07
"HHS Region 7",2015-08-29,"ili perc",0.21827,2015-11-07
"HHS Region 7",2015-09-05,"ili perc",0.181003,2015-11-07
"HHS Region 7",2015-09-12,"ili perc",0.322751,2015-11-07
"HHS Region 7",2015-09-19,"ili perc",0.554689,2015-11-07
"HHS Region 7",2015-09-26,"ili perc",0.775712,2015-11-07
"HHS Region 7",2015-10-03,"ili perc",1.12889,2015-11-07
"HHS Region 7",2015-10-10,"ili perc",0.806481,2015-11-07
"HHS Region 7",2015-10-17,"ili perc",0.913978,2015-11-07
"HHS Region 7",2015-10-24,"ili perc",1.13604,2015-11-07
"HHS Region 7",2015-10-31,"ili perc",0.8287,2015-11-07
"HHS Region 7",2015-11-07,"ili perc",1.4267,2015-11-07
"HHS Region 8",2015-08-01,"ili perc",0.469566,2015-11-07
"HHS Region 8",2015-08-08,"ili perc",0.486867,2015-11-07
"HHS Region 8",2015-08-15,"ili perc",0.40949,2015-11-07
"HHS Region 8",2015-08-22,"ili perc",0.388013,2015-11-07
"HHS Region 8",2015-08-29,"ili perc",0.563506,2015-11-07
"HHS Region 8",2015-09-05,"ili perc",0.481207,2015-11-07
"HHS Region 8",2015-09-12,"ili perc",0.457837,2015-11-07
"HHS Region 8",2015-09-19,"ili perc",0.467552,2015-11-07
"HHS Region 8",2015-09-26,"ili perc",0.625008,2015-11-07
"HHS Region 8",2015-10-03,"ili perc",0.499494,2015-11-07
"HHS Region 8",2015-10-10,"ili perc",0.659456,2015-11-07
"HHS Region 8",2015-10-17,"ili perc",0.674025,2015-11-07
"HHS Region 8",2015-10-24,"ili perc",0.698866,2015-11-07
"HHS Region 8",2015-10-31,"ili perc",0.626754,2015-11-07
"HHS Region 8",2015-11-07,"ili perc",0.740326,2015-11-07
"HHS Region 9",2015-08-01,"ili perc",0.963579,2015-11-07
"HHS Region 9",2015-08-08,"ili perc",0.961579,2015-11-07
"HHS Region 9",2015-08-15,"ili perc",1.07199,2015-11-07
"HHS Region 9",2015-08-22,"ili perc",1.09159,2015-11-07
"HHS Region 9",2015-08-29,"ili perc",1.21581,2015-11-07
"HHS Region 9",2015-09-05,"ili perc",1.17619,2015-11-07
"HHS Region 9",2015-09-12,"ili perc",0.92818,2015-11-07
"HHS Region 9",2015-09-19,"ili perc",1.31729,2015-11-07
"HHS Region 9",2015-09-26,"ili perc",1.31624,2015-11-07
"HHS Region 9",2015-10-03,"ili perc",1.19785,2015-11-07
"HHS Region 9",2015-10-10,"ili perc",1.18446,2015-11-07
"HHS Region 9",2015-10-17,"ili perc",1.34328,2015-11-07
"HHS Region 9",2015-10-24,"ili perc",1.31766,2015-11-07
"HHS Region 9",2015-10-31,"ili perc",1.08432,2015-11-07
"HHS Region 9",2015-11-07,"ili perc",1.11918,2015-11-07
"HHS Region 10",2015-08-01,"ili perc",0.273285,2015-11-07
"HHS Region 10",2015-08-08,"ili perc",0.277682,2015-11-07
"HHS Region 10",2015-08-15,"ili perc",0.176249,2015-11-07
"HHS Region 10",2015-08-22,"ili perc",0.233461,2015-11-07
"HHS Region 10",2015-08-29,"ili perc",0.129447,2015-11-07
"HHS Region 10",2015-09-05,"ili perc",0.409017,2015-11-07
"HHS Region 10",2015-09-12,"ili perc",0.545922,2015-11-07
"HHS Region 10",2015-09-19,"ili perc",0.500789,2015-11-07
"HHS Region 10",2015-09-26,"ili perc",0.507331,2015-11-07
"HHS Region 10",2015-10-03,"ili perc",0.638896,2015-11-07
"HHS Region 10",2015-10-10,"ili perc",0.487553,2015-11-07
"HHS Region 10",2015-10-17,"ili perc",0.723895,2015-11-07
"HHS Region 10",2015-10-24,"ili perc",0.538168,2015-11-07
"HHS Region 10",2015-10-31,"ili perc",0.870241,2015-11-07
"HHS Region 10",2015-11-07,"ili perc",0.486781,2015-11-07
"US National",2015-08-01,"ili perc",0.778557,2015-11-14
"US National",2015-08-08,"ili perc",0.788065,2015-11-14
"US National",2015-08-15,"ili perc",0.835725,2015-11-14
"US National",2015-08-22,"ili perc",0.857583,2015-11-14
"US National",2015-08-29,"ili perc",0.863789,2015-11-14
"US National",2015-09-05,"ili perc",0.92465,2015-11-14
"US National",2015-09-12,"ili perc",0.967872,2015-11-14
"US National",2015-09-19,"ili perc",1.09711,2015-11-14
"US National",2015-09-26,"ili perc",1.15614,2015-11-14
"US National",2015-10-03,"ili perc",1.17014,2015-11-14
"US National",2015-10-10,"ili perc",1.25483,2015-11-14
"US National",2015-10-17,"ili perc",1.32979,2015-11-14
"US National",2015-10-24,"ili perc",1.36873,2015-11-14
"US National",2015-10-31,"ili perc",1.37648,2015-11-14
"US National",2015-11-07,"ili perc",1.49235,2015-11-14
"US National",2015-11-14,"ili perc",1.63474,2015-11-14
"HHS Region 1",2015-08-01,"ili perc",0.356937,2015-11-14
"HHS Region 1",2015-08-08,"ili perc",0.36071,2015-11-14
"HHS Region 1",2015-08-15,"ili perc",0.384903,2015-11-14
"HHS Region 1",2015-08-22,"ili perc",0.362232,2015-11-14
"HHS Region 1",2015-08-29,"ili perc",0.401994,2015-11-14
"HHS Region 1",2015-09-05,"ili perc",0.381446,2015-11-14
"HHS Region 1",2015-09-12,"ili perc",0.456894,2015-11-14
"HHS Region 1",2015-09-19,"ili perc",0.463827,2015-11-14
"HHS Region 1",2015-09-26,"ili perc",0.402616,2015-11-14
"HHS Region 1",2015-10-03,"ili perc",0.410348,2015-11-14
"HHS Region 1",2015-10-10,"ili perc",0.715695,2015-11-14
"HHS Region 1",2015-10-17,"ili perc",0.619607,2015-11-14
"HHS Region 1",2015-10-24,"ili perc",0.713296,2015-11-14
"HHS Region 1",2015-10-31,"ili perc",0.805497,2015-11-14
"HHS Region 1",2015-11-07,"ili perc",0.925385,2015-11-14
"HHS Region 1",2015-11-14,"ili perc",0.755121,2015-11-14
"HHS Region 2",2015-08-01,"ili perc",1.36223,2015-11-14
"HHS Region 2",2015-08-08,"ili perc",1.57157,2015-11-14
"HHS Region 2",2015-08-15,"ili perc",1.38907,2015-11-14
"HHS Region 2",2015-08-22,"ili perc",1.11843,2015-11-14
"HHS Region 2",2015-08-29,"ili perc",1.12344,2015-11-14
"HHS Region 2",2015-09-05,"ili perc",1.23609,2015-11-14
"HHS Region 2",2015-09-12,"ili perc",1.19069,2015-11-14
"HHS Region 2",2015-09-19,"ili perc",1.44976,2015-11-14
"HHS Region 2",2015-09-26,"ili perc",1.67527,2015-11-14
"HHS Region 2",2015-10-03,"ili perc",1.38138,2015-11-14
"HHS Region 2",2015-10-10,"ili perc",1.10596,2015-11-14
"HHS Region 2",2015-10-17,"ili perc",0.989961,2015-11-14
"HHS Region 2",2015-10-24,"ili perc",1.2949,2015-11-14
"HHS Region 2",2015-10-31,"ili perc",1.15338,2015-11-14
"HHS Region 2",2015-11-07,"ili perc",1.36514,2015-11-14
"HHS Region 2",2015-11-14,"ili perc",1.38988,2015-11-14
"HHS Region 3",2015-08-01,"ili perc",0.959529,2015-11-14
"HHS Region 3",2015-08-08,"ili perc",0.890565,2015-11-14
"HHS Region 3",2015-08-15,"ili perc",1.00206,2015-11-14
"HHS Region 3",2015-08-22,"ili perc",0.952584,2015-11-14
"HHS Region 3",2015-08-29,"ili perc",0.81983,2015-11-14
"HHS Region 3",2015-09-05,"ili perc",1.08942,2015-11-14
"HHS Region 3",2015-09-12,"ili perc",1.14302,2015-11-14
"HHS Region 3",2015-09-19,"ili perc",1.19949,2015-11-14
"HHS Region 3",2015-09-26,"ili perc",1.24271,2015-11-14
"HHS Region 3",2015-10-03,"ili perc",1.12201,2015-11-14
"HHS Region 3",2015-10-10,"ili perc",1.12416,2015-11-14
"HHS Region 3",2015-10-17,"ili perc",1.19878,2015-11-14
"HHS Region 3",2015-10-24,"ili perc",1.39535,2015-11-14
"HHS Region 3",2015-10-31,"ili perc",1.34795,2015-11-14
"HHS Region 3",2015-11-07,"ili perc",1.385,2015-11-14
"HHS Region 3",2015-11-14,"ili perc",1.68252,2015-11-14
"HHS Region 4",2015-08-01,"ili perc",0.456488,2015-11-14
"HHS Region 4",2015-08-08,"ili perc",0.45738,2015-11-14
"HHS Region 4",2015-08-15,"ili perc",0.715868,2015-11-14
"HHS Region 4",2015-08-22,"ili perc",0.74246,2015-11-14
"HHS Region 4",2015-08-29,"ili perc",0.823904,2015-11-14
"HHS Region 4",2015-09-05,"ili perc",0.74564,2015-11-14
"HHS Region 4",2015-09-12,"ili perc",0.715931,2015-11-14
"HHS Region 4",2015-09-19,"ili perc",0.842332,2015-11-14
"HHS Region 4",2015-09-26,"ili perc",0.762538,2015-11-14
"HHS Region 4",2015-10-03,"ili perc",0.887591,2015-11-14
"HHS Region 4",2015-10-10,"ili perc",1.14904,2015-11-14
"HHS Region 4",2015-10-17,"ili perc",1.23521,2015-11-14
"HHS Region 4",2015-10-24,"ili perc",1.12751,2015-11-14
"HHS Region 4",2015-10-31,"ili perc",1.17389,2015-11-14
"HHS Region 4",2015-11-07,"ili perc",1.21563,2015-11-14
"HHS Region 4",2015-11-14,"ili perc",1.28606,2015-11-14
"HHS Region 5",2015-08-01,"ili perc",0.581547,2015-11-14
"HHS Region 5",2015-08-08,"ili perc",0.585049,2015-11-14
"HHS Region 5",2015-08-15,"ili perc",0.597183,2015-11-14
"HHS Region 5",2015-08-22,"ili perc",0.581645,2015-11-14
"HHS Region 5",2015-08-29,"ili perc",0.659672,2015-11-14
"HHS Region 5",2015-09-05,"ili perc",0.615018,2015-11-14
"HHS Region 5",2015-09-12,"ili perc",0.653839,2015-11-14
"HHS Region 5",2015-09-19,"ili perc",0.725852,2015-11-14
"HHS Region 5",2015-09-26,"ili perc",0.808302,2015-11-14
"HHS Region 5",2015-10-03,"ili perc",0.86805,2015-11-14
"HHS Region 5",2015-10-10,"ili perc",0.917776,2015-11-14
"HHS Region 5",2015-10-17,"ili perc",1.04597,2015-11-14
"HHS Region 5",2015-10-24,"ili perc",0.909892,2015-11-14
"HHS Region 5",2015-10-31,"ili perc",0.907368,2015-11-14
"HHS Region 5",2015-11-07,"ili perc",1.23198,2015-11-14
"HHS Region 5",2015-11-14,"ili perc",1.27665,2015-11-14
"HHS Region 6",2015-08-01,"ili perc",1.31115,2015-11-14
"HHS Region 6",2015-08-08,"ili perc",1.23758,2015-11-14
"HHS Region 6",2015-08-15,"ili perc",1.22844,2015-11-14
"HHS Region 6",2015-08-22,"ili perc",1.54875,2015-11-14
"HHS Region 6",2015-08-29,"ili perc",1.3046,2015-11-14
"HHS Region 6",2015-09-05,"ili perc",1.68028,2015-11-14
"HHS Region 6",2015-09-12,"ili perc",2.20774,2015-11-14
"HHS Region 6",2015-09-19,"ili perc",2.14646,2015-11-14
"HHS Region 6",2015-09-26,"ili perc",2.32181,2015-11-14
"HHS Region 6",2015-10-03,"ili perc",2.49805,2015-11-14
"HHS Region 6",2015-10-10,"ili perc",2.85746,2015-11-14
"HHS Region 6",2015-10-17,"ili perc",2.94605,2015-11-14
"HHS Region 6",2015-10-24,"ili perc",3.16396,2015-11-14
"HHS Region 6",2015-10-31,"ili perc",3.05824,2015-11-14
"HHS Region 6",2015-11-07,"ili perc",3.03021,2015-11-14
"HHS Region 6",2015-11-14,"ili perc",3.57309,2015-11-14
"HHS Region 7",2015-08-01,"ili perc",0.214156,2015-11-14
"HHS Region 7",2015-08-08,"ili perc",0.281667,2015-11-14
"HHS Region 7",2015-08-15,"ili perc",0.116572,2015-11-14
"HHS Region 7",2015-08-22,"ili perc",0.287188,2015-11-14
"HHS Region 7",2015-08-29,"ili perc",0.21827,2015-11-14
"HHS Region 7",2015-09-05,"ili perc",0.181003,2015-11-14
"HHS Region 7",2015-09-12,"ili perc",0.322751,2015-11-14
"HHS Region 7",2015-09-19,"ili perc",0.554689,2015-11-14
"HHS Region 7",2015-09-26,"ili perc",0.775712,2015-11-14
"HHS Region 7",2015-10-03,"ili perc",1.12889,2015-11-14
"HHS Region 7",2015-10-10,"ili perc",0.803504,2015-11-14
"HHS Region 7",2015-10-17,"ili perc",0.91034,2015-11-14
"HHS Region 7",2015-10-24,"ili perc",1.12034,2015-11-14
"HHS Region 7",2015-10-31,"ili perc",0.806511,2015-11-14
"HHS Region 7",2015-11-07,"ili perc",1.30135,2015-11-14
"HHS Region 7",2015-11-14,"ili perc",1.69801,2015-11-14
"HHS Region 8",2015-08-01,"ili perc",0.469566,2015-11-14
"HHS Region 8",2015-08-08,"ili perc",0.486867,2015-11-14
"HHS Region 8",2015-08-15,"ili perc",0.40949,2015-11-14
"HHS Region 8",2015-08-22,"ili perc",0.388013,2015-11-14
"HHS Region 8",2015-08-29,"ili perc",0.563506,2015-11-14
"HHS Region 8",2015-09-05,"ili perc",0.481207,2015-11-14
"HHS Region 8",2015-09-12,"ili perc",0.457837,2015-11-14
"HHS Region 8",2015-09-19,"ili perc",0.467552,2015-11-14
"HHS Region 8",2015-09-26,"ili perc",0.625008,2015-11-14
"HHS Region 8",2015-10-03,"ili perc",0.499494,2015-11-14
"HHS Region 8",2015-10-10,"ili perc",0.658286,2015-11-14
"HHS Region 8",2015-10-17,"ili perc",0.675034,2015-11-14
"HHS Region 8",2015-10-24,"ili perc",0.692959,2015-11-14
"HHS Region 8",2015-10-31,"ili perc",0.614718,2015-11-14
"HHS Region 8",2015-11-07,"ili perc",0.727906,2015-11-14
"HHS Region 8",2015-11-14,"ili perc",0.74125,2015-11-14
"HHS Region 9",2015-08-01,"ili perc",0.963579,2015-11-14
"HHS Region 9",2015-08-08,"ili perc",0.961579,2015-11-14
"HHS Region 9",2015-08-15,"ili perc",1.07199,2015-11-14
"HHS Region 9",2015-08-22,"ili perc",1.09159,2015-11-14
"HHS Region 9",2015-08-29,"ili perc",1.21581,2015-11-14
"HHS Region 9",2015-09-05,"ili perc",1.17619,2015-11-14
"HHS Region 9",2015-09-12,"ili perc",0.92818,2015-11-14
"HHS Region 9",2015-09-19,"ili perc",1.31729,2015-11-14
"HHS Region 9",2015-09-26,"ili perc",1.31624,2015-11-14
"HHS Region 9",2015-10-03,"ili perc",1.19785,2015-11-14
"HHS Region 9",2015-10-10,"ili perc",1.26872,2015-11-14
"HHS Region 9",2015-10-17,"ili perc",1.43235,2015-11-14
"HHS Region 9",2015-10-24,"ili perc",1.38496,2015-11-14
"HHS Region 9",2015-10-31,"ili perc",1.59564,2015-11-14
"HHS Region 9",2015-11-07,"ili perc",1.69937,2015-11-14
"HHS Region 9",2015-11-14,"ili perc",1.69585,2015-11-14
"HHS Region 10",2015-08-01,"ili perc",0.273285,2015-11-14
"HHS Region 10",2015-08-08,"ili perc",0.277682,2015-11-14
"HHS Region 10",2015-08-15,"ili perc",0.176249,2015-11-14
"HHS Region 10",2015-08-22,"ili perc",0.233461,2015-11-14
"HHS Region 10",2015-08-29,"ili perc",0.129447,2015-11-14
"HHS Region 10",2015-09-05,"ili perc",0.409017,2015-11-14
"HHS Region 10",2015-09-12,"ili perc",0.545922,2015-11-14
"HHS Region 10",2015-09-19,"ili perc",0.500789,2015-11-14
"HHS Region 10",2015-09-26,"ili perc",0.507331,2015-11-14
"HHS Region 10",2015-10-03,"ili perc",0.638896,2015-11-14
"HHS Region 10",2015-10-10,"ili perc",0.487553,2015-11-14
"HHS Region 10",2015-10-17,"ili perc",0.724463,2015-11-14
"HHS Region 10",2015-10-24,"ili perc",0.530407,2015-11-14
"HHS Region 10",2015-10-31,"ili perc",0.880793,2015-11-14
"HHS Region 10",2015-11-07,"ili perc",0.506507,2015-11-14
"HHS Region 10",2015-11-14,"ili perc",0.892984,2015-11-14
"US National",2015-08-01,"ili perc",0.778557,2015-11-21
"US National",2015-08-08,"ili perc",0.788065,2015-11-21
"US National",2015-08-15,"ili perc",0.835725,2015-11-21
"US National",2015-08-22,"ili perc",0.857583,2015-11-21
"US National",2015-08-29,"ili perc",0.863789,2015-11-21
"US National",2015-09-05,"ili perc",0.92465,2015-11-21
"US National",2015-09-12,"ili perc",0.967872,2015-11-21
"US National",2015-09-19,"ili perc",1.09711,2015-11-21
"US National",2015-09-26,"ili perc",1.15614,2015-11-21
"US National",2015-10-03,"ili perc",1.17014,2015-11-21
"US National",2015-10-10,"ili perc",1.27569,2015-11-21
"US National",2015-10-17,"ili perc",1.34945,2015-11-21
"US National",2015-10-24,"ili perc",1.38953,2015-11-21
"US National",2015-10-31,"ili perc",1.39071,2015-11-21
"US National",2015-11-07,"ili perc",1.48689,2015-11-21
"US National",2015-11-14,"ili perc",1.60714,2015-11-21
"US National",2015-11-21,"ili perc",1.64815,2015-11-21
"HHS Region 1",2015-08-01,"ili perc",0.356937,2015-11-21
"HHS Region 1",2015-08-08,"ili perc",0.36071,2015-11-21
"HHS Region 1",2015-08-15,"ili perc",0.384903,2015-11-21
"HHS Region 1",2015-08-22,"ili perc",0.362232,2015-11-21
"HHS Region 1",2015-08-29,"ili perc",0.401994,2015-11-21
"HHS Region 1",2015-09-05,"ili perc",0.381446,2015-11-21
"HHS Region 1",2015-09-12,"ili perc",0.456894,2015-11-21
"HHS Region 1",2015-09-19,"ili perc",0.463827,2015-11-21
"HHS Region 1",2015-09-26,"ili perc",0.402616,2015-11-21
